iteration,swarm_best_fitness
1,-4.49
2,-4.49
3,-4.49
4,-4.49
5,-4.49
6,-4.49
7,-4.49
8,-4.49
9,-4.49
10,-4.49
11,-4.49
12,-4.49
13,-4.49
14,-4.49
15,-4.49
16,-4.49
17,-4.49
18,-4.49
19,-4.49
20,-4.49
21,-4.49
22,-4.49
23,-4.49
24,-4.49
25,-4.49
26,-4.49
27,-4.49
28,-4.49
29,-4.49
30,-4.49
31,-4.49
32,-4.49
33,-4.49
34,-4.49
35,-4.49
36,-4.49
37,-4.49
38,-4.49
39,-4.49
40,-4.49
41,-4.49
42,-4.49
43,-4.49
44,-4.49
45,-4.49
46,-4.49
47,-4.49
48,-4.49
49,-4.49
50,-4.49
51,-4.49
52,-4.49
53,-4.49
54,-4.49
55,-4.49
56,-4.49
57,-4.49
58,-4.49
59,-4.49
60,-4.49
61,-4.49
62,-4.49
63,-4.49
64,-4.49
65,-4.49
66,-4.49
67,-4.49
68,-4.49
69,-4.49
70,-4.49
71,-4.49
72,-4.49
73,-4.49
74,-4.49
75,-4.49
76,-4.49
77,-4.49
78,-4.49
79,-4.49
80,-4.49
81,-4.49
82,-4.49
83,-4.49
84,-4.49
85,-4.49
86,-4.49
87,-4.49
88,-4.49
89,-4.49
90,-4.49
91,-4.49
92,-4.49
93,-4.49
94,-4.49
95,-4.49
96,-4.49
97,-4.49
98,-4.49
99,-4.49
100,-4.49
