iteration,swarm_best_fitness
1,-5.83
2,-5.83
3,-5.83
4,-5.83
5,-5.83
6,-5.83
7,-5.83
8,-5.83
9,-5.83
10,-5.83
11,-5.83
12,-5.83
13,-5.83
14,-5.83
15,-5.83
16,-5.83
17,-5.83
18,-5.83
19,-5.83
20,-5.83
21,-5.83
22,-5.83
23,-5.83
24,-5.83
25,-5.83
26,-5.83
27,-5.83
28,-5.83
29,-5.83
30,-5.83
31,-5.83
32,-5.83
33,-5.83
34,-5.83
35,-5.83
36,-5.83
37,-5.83
38,-5.83
39,-5.83
40,-5.83
41,-5.83
42,-5.83
43,-5.83
44,-5.83
45,-5.83
46,-5.83
47,-5.83
48,-5.83
49,-5.83
50,-5.83
51,-5.83
52,-5.83
53,-5.83
54,-5.83
55,-5.83
56,-5.83
57,-5.83
58,-5.83
59,-5.83
60,-5.83
61,-5.83
62,-5.83
63,-5.83
64,-5.83
65,-5.83
66,-5.83
67,-5.83
68,-5.83
69,-5.83
70,-5.83
71,-5.83
72,-5.83
73,-5.83
74,-5.83
75,-5.83
76,-5.83
77,-5.83
78,-5.83
79,-5.83
80,-5.83
81,-5.83
82,-5.83
83,-5.83
84,-5.83
85,-5.83
86,-5.83
87,-5.83
88,-5.83
89,-5.83
90,-5.83
91,-5.83
92,-5.83
93,-5.83
94,-5.83
95,-5.83
96,-5.83
97,-5.83
98,-5.83
99,-5.83
100,-5.83
