iteration,swarm_best_fitness
1,-14.31
2,-14.31
3,-14.31
4,-14.31
5,-14.31
6,-14.31
7,-14.31
8,-14.31
9,-14.31
10,-14.31
11,-14.31
12,-14.31
13,-14.31
14,-14.31
15,-14.31
16,-14.31
17,-14.31
18,-14.31
19,-14.31
20,-14.31
21,-14.31
22,-14.31
23,-14.31
24,-14.31
25,-14.31
26,-14.31
27,-14.31
28,-14.31
29,-14.31
30,-14.31
31,-14.31
32,-14.31
33,-14.31
34,-14.31
35,-14.31
36,-14.31
37,-14.31
38,-14.31
39,-14.31
40,-14.31
41,-14.31
42,-14.31
43,-14.31
44,-14.31
45,-14.31
46,-14.31
47,-14.31
48,-14.31
49,-14.31
50,-14.31
51,-14.31
52,-14.31
53,-14.31
54,-14.31
55,-14.31
56,-14.31
57,-14.31
58,-14.31
59,-14.31
60,-14.31
61,-14.31
62,-14.31
63,-14.31
64,-14.31
65,-14.31
66,-14.31
67,-14.31
68,-14.31
69,-14.31
70,-14.31
71,-14.31
72,-14.31
73,-14.31
74,-14.31
75,-14.31
76,-14.31
77,-14.31
78,-14.31
79,-14.31
80,-14.31
81,-14.31
82,-14.31
83,-14.31
84,-14.31
85,-14.31
86,-14.31
87,-14.31
88,-14.31
89,-14.31
90,-14.31
91,-14.31
92,-14.31
93,-14.31
94,-14.31
95,-14.31
96,-14.31
97,-14.31
98,-14.31
99,-14.31
100,-14.31
