iteration,swarm_best_fitness
1,-12.58
2,-12.58
3,-12.58
4,-12.42
5,-12.42
6,-12.42
7,-12.42
8,-12.42
9,-12.42
10,-12.42
11,-12.42
12,-12.42
13,-12.42
14,-12.42
15,-12.42
16,-12.42
17,-12.42
18,-12.42
19,-12.42
20,-12.42
21,-12.42
22,-12.42
23,-12.42
24,-12.42
25,-12.42
26,-12.42
27,-12.42
28,-12.42
29,-12.42
30,-12.42
31,-12.42
32,-12.42
33,-12.42
34,-12.42
35,-12.42
36,-12.42
37,-12.42
38,-12.42
39,-12.42
40,-12.42
41,-12.42
42,-12.42
43,-12.42
44,-12.42
45,-12.42
46,-12.42
47,-12.42
48,-12.42
49,-12.42
50,-12.42
51,-12.42
52,-12.42
53,-12.42
54,-12.42
55,-12.42
56,-12.42
57,-12.42
58,-12.42
59,-12.42
60,-12.42
61,-12.42
62,-12.42
63,-12.42
64,-12.42
65,-12.42
66,-12.42
67,-12.42
68,-12.42
69,-12.42
70,-12.42
71,-12.42
72,-12.42
73,-12.42
74,-12.42
75,-12.42
76,-12.42
77,-12.42
78,-12.42
79,-12.42
80,-12.42
81,-12.42
82,-12.42
83,-12.42
84,-12.42
85,-12.42
86,-12.42
87,-12.42
88,-12.42
89,-12.42
90,-12.42
91,-12.42
92,-12.42
93,-12.42
94,-12.42
95,-12.42
96,-12.42
97,-12.42
98,-12.42
99,-12.42
100,-12.42
