iteration,swarm_best_fitness
1,-7.53
2,-7.53
3,-6.75
4,-6.75
5,-6.75
6,-6.75
7,-6.75
8,-6.75
9,-6.75
10,-6.75
11,-6.75
12,-6.75
13,-6.75
14,-6.75
15,-6.75
16,-6.75
17,-6.75
18,-6.75
19,-6.75
20,-6.75
21,-6.75
22,-6.75
23,-6.75
24,-6.75
25,-6.75
26,-6.75
27,-6.75
28,-6.75
29,-6.75
30,-6.75
31,-6.75
32,-6.75
33,-6.75
34,-6.75
35,-6.75
36,-6.75
37,-6.75
38,-6.75
39,-6.75
40,-6.75
41,-6.75
42,-6.75
43,-6.75
44,-6.75
45,-6.75
46,-6.75
47,-6.75
48,-6.75
49,-6.75
50,-6.75
51,-6.75
52,-6.75
53,-6.75
54,-6.75
55,-6.75
56,-6.75
57,-6.75
58,-6.75
59,-6.75
60,-6.75
61,-6.75
62,-6.75
63,-6.75
64,-6.75
65,-6.75
66,-6.75
67,-6.75
68,-6.75
69,-6.75
70,-6.75
71,-6.75
72,-6.75
73,-6.75
74,-6.75
75,-6.75
76,-6.75
77,-6.75
78,-6.75
79,-6.75
80,-6.75
81,-6.75
82,-6.75
83,-6.75
84,-6.75
85,-6.75
86,-6.75
87,-6.75
88,-6.75
89,-6.75
90,-6.75
91,-6.75
92,-6.75
93,-6.75
94,-6.75
95,-6.75
96,-6.75
97,-6.75
98,-6.75
99,-6.75
100,-6.75
