iteration,swarm_best_fitness
1,-3.98
2,-3.98
3,-3.98
4,-3.98
5,-3.88
6,-3.88
7,-3.88
8,-3.88
9,-3.88
10,-3.88
11,-3.88
12,-3.88
13,-3.88
14,-3.88
15,-3.88
16,-3.88
17,-3.88
18,-3.88
19,-3.88
20,-3.88
21,-3.88
22,-3.88
23,-3.88
24,-3.88
25,-3.88
26,-3.88
27,-3.88
28,-3.88
29,-3.88
30,-3.88
31,-3.88
32,-3.88
33,-3.88
34,-3.88
35,-3.88
36,-3.88
37,-3.88
38,-3.88
39,-3.88
40,-3.88
41,-3.88
42,-3.88
43,-3.88
44,-3.88
45,-3.88
46,-3.88
47,-3.88
48,-3.88
49,-3.88
50,-3.88
51,-3.88
52,-3.88
53,-3.88
54,-3.88
55,-3.88
56,-3.88
57,-3.88
58,-3.88
59,-3.88
60,-3.88
61,-3.88
62,-3.88
63,-3.88
64,-3.88
65,-3.88
66,-3.88
67,-3.88
68,-3.88
69,-3.88
70,-3.88
71,-3.88
72,-3.88
73,-3.88
74,-3.88
75,-3.88
76,-3.88
77,-3.88
78,-3.88
79,-3.88
80,-3.88
81,-3.88
82,-3.88
83,-3.88
84,-3.88
85,-3.88
86,-3.88
87,-3.88
88,-3.88
89,-3.88
90,-3.88
91,-3.88
92,-3.88
93,-3.88
94,-3.88
95,-3.88
96,-3.88
97,-3.88
98,-3.88
99,-3.88
100,-3.88
