iteration,swarm_best_fitness
1,-5.48
2,-5.48
3,-5.48
4,-5.48
5,-5.48
6,-5.48
7,-5.48
8,-5.48
9,-5.48
10,-5.48
11,-5.48
12,-5.48
13,-5.48
14,-5.48
15,-5.48
16,-5.48
17,-5.48
18,-5.48
19,-5.48
20,-5.48
21,-5.48
22,-5.48
23,-5.48
24,-5.48
25,-5.48
26,-5.48
27,-5.48
28,-5.48
29,-5.48
30,-5.48
31,-5.48
32,-5.48
33,-5.48
34,-5.48
35,-5.48
36,-5.48
37,-5.48
38,-5.48
39,-5.48
40,-5.48
41,-5.48
42,-5.48
43,-5.48
44,-5.48
45,-5.48
46,-5.48
47,-5.48
48,-5.48
49,-5.48
50,-5.48
51,-5.48
52,-5.48
53,-5.48
54,-5.48
55,-5.48
56,-5.48
57,-5.48
58,-5.48
59,-5.48
60,-5.48
61,-5.48
62,-5.48
63,-5.48
64,-5.48
65,-5.48
66,-5.48
67,-5.48
68,-5.48
69,-5.48
70,-5.48
71,-5.48
72,-5.48
73,-5.48
74,-5.48
75,-5.48
76,-5.48
77,-5.48
78,-5.48
79,-5.48
80,-5.48
81,-5.48
82,-5.48
83,-5.48
84,-5.48
85,-5.48
86,-5.48
87,-5.48
88,-5.48
89,-5.48
90,-5.48
91,-5.48
92,-5.48
93,-5.48
94,-5.48
95,-5.48
96,-5.48
97,-5.48
98,-5.48
99,-5.48
100,-5.48
