iteration,swarm_best_fitness
1,-2.44
2,-2.44
3,-2.44
4,-2.44
5,-2.44
6,-2.44
7,-2.44
8,-2.44
9,-2.44
10,-2.44
11,-2.44
12,-2.44
13,-2.44
14,-2.44
15,-2.44
16,-2.44
17,-2.44
18,-2.44
19,-2.44
20,-2.44
21,-2.44
22,-2.44
23,-2.44
24,-2.44
25,-2.44
26,-2.44
27,-2.44
28,-2.44
29,-2.44
30,-2.44
31,-2.44
32,-2.44
33,-2.44
34,-2.44
35,-2.44
36,-2.44
37,-2.44
38,-2.44
39,-2.44
40,-2.44
41,-2.44
42,-2.44
43,-2.44
44,-2.44
45,-2.44
46,-2.44
47,-2.44
48,-2.44
49,-2.44
50,-2.44
51,-2.44
52,-2.44
53,-2.44
54,-2.44
55,-2.44
56,-2.44
57,-2.44
58,-2.44
59,-2.44
60,-2.44
61,-2.44
62,-2.44
63,-2.44
64,-2.44
65,-2.44
66,-2.44
67,-2.44
68,-2.44
69,-2.44
70,-2.44
71,-2.44
72,-2.44
73,-2.44
74,-2.44
75,-2.44
76,-2.44
77,-2.44
78,-2.44
79,-2.44
80,-2.44
81,-2.44
82,-2.44
83,-2.44
84,-2.44
85,-2.44
86,-2.44
87,-2.44
88,-2.44
89,-2.44
90,-2.44
91,-2.44
92,-2.44
93,-2.44
94,-2.44
95,-2.44
96,-2.44
97,-2.44
98,-2.44
99,-2.44
100,-2.44
