iteration,swarm_best_fitness
1,-1.62
2,-1.62
3,-1.62
4,-1.62
5,-1.62
6,-1.62
7,-1.62
8,-1.62
9,-1.62
10,-1.62
11,-1.62
12,-1.62
13,-1.62
14,-1.62
15,-1.62
16,-1.62
17,-1.62
18,-1.62
19,-1.62
20,-1.62
21,-1.62
22,-1.62
23,-1.62
24,-1.62
25,-1.62
26,-1.62
27,-1.62
28,-1.62
29,-1.62
30,-1.62
31,-1.62
32,-1.62
33,-1.62
34,-1.62
35,-1.62
36,-1.62
37,-1.62
38,-1.62
39,-1.62
40,-1.62
41,-1.62
42,-1.62
43,-1.62
44,-1.62
45,-1.62
46,-1.62
47,-1.62
48,-1.62
49,-1.62
50,-1.62
51,-1.62
52,-1.62
53,-1.62
54,-1.62
55,-1.62
56,-1.62
57,-1.62
58,-1.62
59,-1.62
60,-1.62
61,-1.62
62,-1.62
63,-1.62
64,-1.62
65,-1.62
66,-1.62
67,-1.62
68,-1.62
69,-1.62
70,-1.62
71,-1.62
72,-1.62
73,-1.62
74,-1.62
75,-1.62
76,-1.62
77,-1.62
78,-1.62
79,-1.62
80,-1.62
81,-1.62
82,-1.62
83,-1.62
84,-1.62
85,-1.62
86,-1.62
87,-1.62
88,-1.62
89,-1.62
90,-1.62
91,-1.62
92,-1.62
93,-1.62
94,-1.62
95,-1.62
96,-1.62
97,-1.62
98,-1.62
99,-1.62
100,-1.62
