iteration,swarm_best_fitness
1,-9.44
2,-9.44
3,-9.44
4,-9.44
5,-9.44
6,-9.44
7,-9.44
8,-9.44
9,-9.44
10,-9.44
11,-9.44
12,-9.44
13,-9.44
14,-9.44
15,-9.44
16,-9.44
17,-9.44
18,-9.44
19,-9.44
20,-9.44
21,-9.44
22,-9.44
23,-9.44
24,-9.44
25,-9.44
26,-9.34
27,-9.14
28,-9.14
29,-9.14
30,-9.14
31,-9.14
32,-9.14
33,-9.14
34,-9.14
35,-9.14
36,-9.14
37,-9.14
38,-9.14
39,-9.14
40,-9.14
41,-9.14
42,-9.14
43,-9.14
44,-9.14
45,-9.14
46,-9.14
47,-9.14
48,-9.14
49,-9.14
50,-9.14
51,-9.14
52,-9.14
53,-9.14
54,-9.14
55,-9.14
56,-9.14
57,-9.14
58,-9.14
59,-9.14
60,-9.14
61,-9.14
62,-9.14
63,-9.14
64,-9.14
65,-9.14
66,-9.14
67,-9.14
68,-9.14
69,-9.14
70,-9.14
71,-9.14
72,-9.14
73,-9.14
74,-9.14
75,-9.14
76,-9.14
77,-9.14
78,-9.14
79,-9.14
80,-9.14
81,-9.14
82,-9.14
83,-9.14
84,-9.14
85,-9.14
86,-9.14
87,-9.14
88,-9.14
89,-9.14
90,-9.14
91,-9.14
92,-9.14
93,-9.14
94,-9.14
95,-9.14
96,-9.14
97,-9.14
98,-9.14
99,-9.14
100,-9.14
